Name,ChEMBL_ID,SMILES
INAMRINONE LACTATE,CHEMBL2096642,CC(O)C(=O)O.NC1=CC(=CNC1=O)c2ccncc2
HALOPERIDOL LACTATE,CHEMBL2096643,C[C@H](O)C(=O)O.OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3
AMINOSALICYLATE SODIUM,CHEMBL2096646,O.O.[Na+].Nc1ccc(C(=O)[O-])c(O)c1
UREA C 13,CHEMBL2096648,N[13C](=O)N
SODIUM THIOSULFATE,CHEMBL2096650,O.O.O.O.O.[Na+].[Na+].[O-]S(=O)(=S)[O-]
FENOPROFEN CALCIUM,CHEMBL2103736,O.O.[Ca+2].CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c3cccc(Oc4ccccc4)c3
LITHIUM CITRATE,CHEMBL2103738,[Li+].[Li+].[Li+].O.O.O.O.OC(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-]
EMEDASTINE DIFUMARATE,CHEMBL2103739,CCOCCn1c(nc2ccccc12)N3CCCN(C)CC3.OC(=O)\C=C\C(=O)O.OC(=O)\C=C\C(=O)O
LEVOTHYROXINE SODIUM,CHEMBL2103741,O.[Na+].N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-]
MANGANESE SULFATE,CHEMBL2103742,O.[Mn+2].[O-]S(=O)(=O)[O-]
TOFACITINIB CITRATE,CHEMBL2103743,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N.OC(=O)CC(O)(CC(=O)O)C(=O)O
MORPHINE SULFATE,CHEMBL2103744,O.O.O.O.O.CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35.CN6CC[C@]78[C@H]9Oc%10c(O)ccc(C[C@@H]6[C@@H]7C=C[C@@H]9O)c8%10.OS(=O)(=O)O
SAXAGLIPTIN,CHEMBL2103745,O.N[C@H](C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N)C34CC5CC(CC(O)(C5)C3)C4
RACECADOTRIL,CHEMBL2103772,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc2ccccc2
TIBOLONE,CHEMBL2103774,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13
AZILSARTAN KAMEDOXOMIL,CHEMBL2103795,[K+].CCOc1nc2cccc(C(=O)OCC3=C(C)OC(=O)O3)c2n1Cc4ccc(cc4)c5ccccc5C6=NOC(=O)[N-]6
DAPAGLIFLOZIN PROPYLENE GLYCOL,CHEMBL2103802,O.CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1.C[C@H](O)CO
TASIMELTEON,CHEMBL2103822,CCC(=O)NC[C@@H]1C[C@H]1c2cccc3OCCc23
DROXIDOPA,CHEMBL2103827,N[C@@H]([C@H](O)c1ccc(O)c(O)c1)C(=O)O
TAFAMIDIS,CHEMBL2103837,OC(=O)c1ccc2nc(oc2c1)c3cc(Cl)cc(Cl)c3
CANAGLIFLOZIN,CHEMBL2103841,O.Cc1ccc(cc1Cc2ccc(s2)c3ccc(F)cc3)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O.Cc5ccc(cc5Cc6ccc(s6)c7ccc(F)cc7)[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O
ULIPRISTAL,CHEMBL2103846,CN(C)c1ccc(cc1)[C@H]2C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)C)[C@@H]4CCC5=CC(=O)CCC5=C24
ELIGLUSTAT TARTRATE,CHEMBL2103853,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c2ccc3OCCOc3c2.OC(C(O)C(=O)O)C(=O)O
CABOZANTINIB S-MALATE,CHEMBL2103868,COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3)c2cc1OC.O[C@@H](CC(=O)O)C(=O)O
LUMACAFTOR,CHEMBL2103870,Cc1ccc(NC(=O)C2(CC2)c3ccc4OC(F)(F)Oc4c3)nc1c5cccc(c5)C(=O)O
CEFTOLOZANE,CHEMBL2103872,Cn1c(N)c(NC(=O)NCCN)c[n+]1CC2=C(N3[C@H](SC2)[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)[O-])\c4nsc(N)n4)C3=O)C(=O)O
MACITENTAN,CHEMBL2103873,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1c3ccc(Br)cc3
TRAMETINIB,CHEMBL2103875,CN1C(=O)C(=C2N(C(=O)N(C3CC3)C(=O)C2=C1Nc4ccc(I)cc4F)c5cccc(NC(=O)C)c5)C
EFINACONAZOLE,CHEMBL2103877,C[C@@H](N1CCC(=C)CC1)[C@](O)(Cn2cncn2)c3ccc(F)cc3F
LYMECYCLINE,CHEMBL2103929,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)c4c(O)cccc4[C@@]3(C)O
CINOXATE,CHEMBL2104045,CCOCCOC(=O)\C=C\c1ccc(OC)cc1
CHOLINE SALICYLATE,CHEMBL2104095,C[N+](C)(C)CCO.Oc1ccccc1C(=O)[O-]
CLOMACRAN PHOSPHATE,CHEMBL2104136,CN(C)CCCC1c2ccccc2Nc3ccc(Cl)cc13.OP(=O)(O)O
ENBUCRILATE,CHEMBL2104251,CCCCOC(=O)C(=C)C#N
DIBENZEPIN HYDROCHLORIDE,CHEMBL2104287,Cl.CN(C)CCN1C(=O)c2ccccc2N(C)c3ccccc13
KETAZOLAM,CHEMBL2104356,CN1C(=O)CN2C(=O)C=C(C)OC2(c3ccccc3)c4cc(Cl)ccc14
TRITOQUALINE,CHEMBL2104445,CCOc1c(N)c2C(=O)OC(C3N(C)CCc4cc5OCOc5c(OC)c34)c2c(OCC)c1OCC
ANAGESTONE ACETATE,CHEMBL2104489,C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)C2CC[C@]3(OC(=O)C)C(=O)C)[C@@]4(C)CCCC=C14
CHOLESTYRAMINE RESIN,CHEMBL2104535,[Cl-].CCc1ccc(cc1)C(C)CCc2ccc(cc2)[N+](C)(C)C
AMOPROXAN,CHEMBL2104537,COc1cc(cc(OC)c1OC)C(=O)OC(COCCC(C)C)CN2CCOCC2
CALCIUM GLUBIONATE,CHEMBL2104594,O.[Ca+2].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C(=O)[O-]
NIKETHAMIDE,CHEMBL2104607,CCN(CC)C(=O)c1cccnc1
OCTOXYNOL 9,CHEMBL2104613,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1
REPROTEROL HYDROCHLORIDE,CHEMBL2104771,Cl.CN1C(=O)N(C)c2ncn(CCCNCC(O)c3cc(O)cc(O)c3)c2C1=O
PYROVALERONE HYDROCHLORIDE,CHEMBL2104793,Cl.CCCC(N1CCCC1)C(=O)c2ccc(C)cc2
LEVOMEPROMAZINE HYDROCHLORIDE,CHEMBL2104973,Cl.COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1
VORTIOXETINE,CHEMBL2104993,Cc1ccc(Sc2ccccc2N3CCNCC3)c(C)c1
ISOAMINILE,CHEMBL2105002,CC(C)C(CC(C)N(C)C)(C#N)c1ccccc1
MEFRUSIDE,CHEMBL2105131,CN(CC1(C)CCCO1)S(=O)(=O)c2ccc(Cl)c(c2)S(=O)(=O)N
PHOLCODINE,CHEMBL2105224,CN1CC[C@]23[C@H]4Oc5c(OCCN6CCOCC6)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35
PROXIBARBAL,CHEMBL2105233,CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O
METHAPYRILENE FUMARATE,CHEMBL2105266,CN(C)CCN(Cc1cccs1)c2ccccn2.OC(=O)\C=C\C(=O)O
PROPANIDID,CHEMBL2105345,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1
OSPEMIFENE,CHEMBL2105395,OCCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccccc3
TAUROLIDINE,CHEMBL2105420,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
THENALIDINE,CHEMBL2105458,CN1CCC(CC1)N(Cc2cccs2)c3ccccc3
"SULFUR, PRECIPITATED",CHEMBL2105487,[S]
TETRAZEPAM,CHEMBL2105527,CN1C(=O)CN=C(C2=CCCCC2)c3cc(Cl)ccc13
VERALIPRIDE,CHEMBL2105581,COc1cc(cc(C(=O)NCC2CCCN2CC=C)c1OC)S(=O)(=O)N
TACALCITOL,CHEMBL2105611,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C
PROPICILLIN,CHEMBL2105612,CCC(Oc1ccccc1)C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O
DIVALPROEX SODIUM,CHEMBL2105613,[Na+].CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-]
TERPIN HYDRATE,CHEMBL2105614,O.CC(C)(O)C1CCC(C)(O)CC1
ALLYLESTRENOL,CHEMBL2105618,C[C@]12CC[C@H]3[C@@H](CCC4=CCCCC34)[C@@H]1CC[C@@]2(O)CC=C
DELAFLOXACIN,CHEMBL2105637,Nc1nc(N2C=C(C(=O)O)C(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c23)c(F)cc1F
DELAFLOXACIN MEGLUMINE,CHEMBL2105638,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Nc1nc(N2C=C(C(=O)O)C(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c23)c(F)cc1F
LOMITAPIDE MESYLATE,CHEMBL2105662,CS(=O)(=O)O.FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)c3ccccc3c4ccc(cc4)C(F)(F)F)c5ccccc5c6ccccc16
TEDIZOLID PHOSPHATE,CHEMBL2105669,Cn1nnc(n1)c2ccc(cn2)c3ccc(cc3F)N4C[C@H](COP(=O)(O)O)OC4=O
EDOXABAN TOSYLATE,CHEMBL2105682,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)Nc2ccc(Cl)cn2)[C@@H](C1)NC(=O)c3nc4CCN(C)Cc4s3.Cc5ccc(cc5)S(=O)(=O)O
LULICONAZOLE,CHEMBL2105689,Clc1ccc([C@@H]2CS\C(=C(\C#N)/n3ccnc3)\S2)c(Cl)c1
TELOTRISTAT ETHYL,CHEMBL2105695,CCOC(=O)[C@@H](N)Cc1ccc(cc1)c2cc(O[C@H](c3ccc(Cl)cc3n4ccc(C)n4)C(F)(F)F)nc(N)n2
BEDAQUILINE FUMARATE,CHEMBL2105700,COc1nc2ccc(Br)cc2cc1[C@@H](c3ccccc3)[C@@](O)(CCN(C)C)c4cccc5ccccc45.OC(=O)\C=C\C(=O)O
LENVATINIB MESYLATE,CHEMBL2105704,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O
PONATINIB HYDROCHLORIDE,CHEMBL2105708,Cl.CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc4cnc5cccnn45)cc2C(F)(F)F)CC1
AFATINIB DIMALEATE,CHEMBL2105712,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4.OC(=O)\C=C/C(=O)O.OC(=O)\C=C/C(=O)O
CABOZANTINIB,CHEMBL2105717,COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3)c2cc1OC
LESINURAD,CHEMBL2105720,OC(=O)CSc1nnc(Br)n1c2ccc(C3CC3)c4ccccc24
NOMEGESTROL,CHEMBL2105722,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
DABRAFENIB MESYLATE,CHEMBL2105729,CC(C)(C)c1nc(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(s1)c4ccnc(N)n4.CS(=O)(=O)O
LEVOMILNACIPRAN HYDROCHLORIDE,CHEMBL2105732,Cl.CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccccc2
SONIDEGIB,CHEMBL2105737,C[C@@H]1CN(C[C@H](C)O1)c2ccc(NC(=O)c3cccc(c3C)c4ccc(OC(F)(F)F)cc4)cn2
SITAXENTAN SODIUM,CHEMBL2105740,[Na+].Cc1cc2OCOc2cc1CC(=O)c3sccc3S(=O)(=O)[N-]c4onc(C)c4Cl
TRAMETINIB DIMETHYL SULFOXIDE,CHEMBL2105741,CN1C(=O)C(=C2N(C(=O)N(C3CC3)C(=O)C2=C1Nc4ccc(I)cc4F)c5cccc(NC(=O)C)c5)C.CS(=O)C
OLODATEROL HYDROCHLORIDE,CHEMBL2105743,Cl.COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1
GLYCEROL PHENYLBUTYRATE,CHEMBL2105745,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc2ccccc2)OC(=O)CCCc3ccccc3
NALDEMEDINE,CHEMBL2105755,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4C[C@H]5N(CC6CC6)CC[C@@]2(c34)[C@@]5(O)C1)c7onc(n7)c8ccccc8
BARICITINIB,CHEMBL2105759,CCS(=O)(=O)N1CC(CC#N)(C1)n2cc(cn2)c3ncnc4[nH]ccc34
BREXPIPRAZOLE,CHEMBL2105760,O=C1Nc2cc(OCCCCN3CCN(CC3)c4cccc5sccc45)ccc2C=C1
LIPEGFILGRASTIM,CHEMBL2105765,COCCOC(=O)NCC(=O)N[C@@H]1[C@@H](O)C[C@@](OC[C@H]2O[C@H](O[C@H](C)[C@H](N)C(=O)O)[C@H](NC(=O)C)[C@@H](O)[C@H]2O)(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O
PREDNISOLONE STEAGLATE,CHEMBL2105774,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
CORTIVAZOL,CHEMBL2105842,C[C@@H]1C[C@H]2[C@@H]3C=C(C)C4=Cc5c(C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C)cnn5c6ccccc6
PHYSOSTIGMINE SULFATE,CHEMBL2105891,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1.CNC(=O)Oc4ccc5N(C)[C@H]6N(C)CC[C@@]6(C)c5c4.OS(=O)(=O)O
BARIUM SULFATE,CHEMBL2105897,[Ba+2].[O-]S(=O)(=O)[O-]
BARBITAL SODIUM,CHEMBL2105904,[Na+].CCC1(CC)C(=O)NC(=O)[N-]C1=O
AMOBARBITAL SODIUM,CHEMBL2105941,[Na+].CCC1(CCC(C)C)C(=O)NC(=NC1=O)[O-]
AMOXICILLIN SODIUM,CHEMBL2105950,[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)[O-]
AMMONIUM BENZOATE,CHEMBL2105970,N.OC(=O)c1ccccc1
AMBUTONIUM BROMIDE,CHEMBL2105972,[Br-].CC[N+](C)(C)CCC(C(=O)N)(c1ccccc1)c2ccccc2
CHLORPHENOXAMINE HYDROCHLORIDE,CHEMBL2105980,Cl.CN(C)CCOC(C)(c1ccccc1)c2ccc(Cl)cc2
CARBENICILLIN PHENYL SODIUM,CHEMBL2105996,[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c4ccccc4)C(=O)N2[C@H]1C(=O)[O-]
CEFPIROME SULFATE,CHEMBL2106076,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3cccc4CCCc34)\c5csc(N)n5.OS(=O)(=O)O
CALCIUM LACTATE,CHEMBL2106111,[Ca+2].CC(O)C(=O)[O-].CC(O)C(=O)[O-]
CALCIUM GLUCONATE,CHEMBL2106119,[Ca+2].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
EMEPRONIUM BROMIDE,CHEMBL2106122,[Br-].CC[N+](C)(C)C(C)CC(c1ccccc1)c2ccccc2
CALCIUM CITRATE,CHEMBL2106123,[Ca+2].[Ca+2].[Ca+2].OC(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-].OC(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-]
ENCAINIDE HYDROCHLORIDE,CHEMBL2106155,Cl.COc1ccc(cc1)C(=O)Nc2ccccc2CCC3CCCCN3C
CALCIUM DOBESILATE,CHEMBL2106191,[Ca+2].Oc1ccc(O)c(c1)S(=O)(=O)[O-].Oc2ccc(O)c(c2)S(=O)(=O)[O-]
DEXMEDETOMIDINE HYDROCHLORIDE,CHEMBL2106195,Cl.C[C@H](c1c[nH]cn1)c2cccc(C)c2C
FENFLURAMINE HYDROCHLORIDE,CHEMBL2106217,Cl.CCNC(C)Cc1cccc(c1)C(F)(F)F
LACHESINE CHLORIDE,CHEMBL2106313,[Cl-].CC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c2ccccc2
IOTHALAMATE SODIUM I 125,CHEMBL2106318,[Na+].CNC(=O)c1c([125I])c(C(=O)[O-])c([125I])c(NC(=O)C)c1I
CALCIUM HYDROXIDE,CHEMBL2106388,[OH-].[OH-].[Ca+2]
LERCANIDIPINE HYDROCHLORIDE,CHEMBL2106419,Cl.COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)(C)CN(C)CCC(c3ccccc3)c4ccccc4)C
PIPOTIAZINE PALMITATE,CHEMBL2106439,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc4ccc(cc24)S(=O)(=O)N(C)C)CC1
NOXYTIOLIN,CHEMBL2106441,CNC(=S)NCO
VILOXAZINE HYDROCHLORIDE,CHEMBL2106483,Cl.CCOc1ccccc1OCC2CNCCO2
CYCLOBARBITAL CALCIUM,CHEMBL2106556,[Ca+2].CCC1(C(=O)NC(=O)[N-]C1=O)C2=CCCCC2.CCC3(C(=O)NC(=O)[N-]C3=O)C4=CCCCC4
DAPOXETINE HYDROCHLORIDE,CHEMBL2106574,Cl.CN(C)[C@@H](CCOc1cccc2ccccc12)c3ccccc3
BAZEDOXIFENE ACETATE,CHEMBL2106615,CC(=O)O.Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15
BAMETHAN SULFATE,CHEMBL2106636,CCCCNCC(O)c1ccc(O)cc1.CCCCNCC(O)c2ccc(O)cc2.OS(=O)(=O)O
LOFEPRAMINE HYDROCHLORIDE,CHEMBL2106638,Cl.CN(CCCN1c2ccccc2CCc3ccccc13)CC(=O)c4ccc(Cl)cc4
MYCOPHENOLATE SODIUM,CHEMBL2106643,[Na+].COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)[O-]
ACEFYLLINE PIPERAZINE,CHEMBL2106660,CN1C(=O)N(C)c2ncn(CC(=O)O)c2C1=O.CN3C(=O)N(C)c4ncn(CC(=O)O)c4C3=O.C5CNCCN5
ETAFEDRINE HYDROCHLORIDE,CHEMBL2106678,Cl.CCN(C)C(C)C(O)c1ccccc1
POLDINE METHYLSULFATE,CHEMBL2106739,COS(=O)(=O)[O-].C[N+]1(C)CCCC1COC(=O)C(O)(c2ccccc2)c3ccccc3
NAFTAZONE,CHEMBL2106794,NC(=O)N\N=C\1/C=Cc2ccccc2C1=O
MEDROGESTONE,CHEMBL2106825,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
METHAQUALONE HYDROCHLORIDE,CHEMBL2106829,Cl.CC1=Nc2ccccc2C(=O)N1c3ccccc3C
METHOPHOLINE,CHEMBL2106915,COc1cc2CCN(C)C(CCc3ccc(Cl)cc3)c2cc1OC
MIDAZOLAM MALEATE,CHEMBL2106922,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12.OC(=O)\C=C/C(=O)O
POLIHEXANIDE,CHEMBL2106939,CCCCCCNC(=N)NC(=N)N
POTASSIUM BICARBONATE,CHEMBL2106975,[K+].OC(=O)[O-]
POTASSIUM GLUCONATE,CHEMBL2106978,[K+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
PENAMECILLIN,CHEMBL2106988,CC(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)Cc3ccccc3)C2=O
QUINESTRADOL,CHEMBL2107004,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC5CCCC5)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O
OXYPERTINE,CHEMBL2107011,COc1cc2[nH]c(C)c(CCN3CCN(CC3)c4ccccc4)c2cc1OC
PHENETURIDE,CHEMBL2107062,CCC(C(=O)NC(=O)N)c1ccccc1
TESTOSTERONE UNDECANOATE,CHEMBL2107067,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
PROTHIPENDYL HYDROCHLORIDE,CHEMBL2107124,Cl.CN(C)CCCN1c2ccccc2Sc3cccnc13
MAGNESIUM GLUCONATE,CHEMBL2107145,[Mg+2].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
POTASSIUM SODIUM TARTRATE,CHEMBL2107168,O.O.O.O.[Na+].[K+].O[C@H]([C@@H](O)C(=O)[O-])C(=O)[O-]
RANELIC ACID,CHEMBL2107175,OC(=O)CN(CC(=O)O)c1sc(C(=O)O)c(CC(=O)O)c1C#N
PHENINDAMINE TARTRATE,CHEMBL2107213,CN1CCC2=C(C1)C(c3ccccc3)c4ccccc24.OC(C(O)C(=O)O)C(=O)O
SULFADIMETHOXINE SODIUM,CHEMBL2107253,[Na+].COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1
PHENAZOCINE HYDROBROMIDE,CHEMBL2107297,Br.CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc4ccccc4
DIMETHYL FUMARATE,CHEMBL2107333,COC(=O)\C=C\C(=O)OC
MIFAMURTIDE,CHEMBL2107354,O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(=O)C)C(=O)N)OC(=O)CCCCCCCCCCCCCCC
PALIPERIDONE PALMITATE,CHEMBL2107360,CCCCCCCCCCCCCCCC(=O)OC1CCCN2C(=O)C(=C(C)N=C12)CCN3CCC(CC3)c4noc5cc(F)ccc45
URIDINE TRIACETATE,CHEMBL2107381,CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H]1OC(=O)C)N2C=CC(=O)NC2=O
VORAPAXAR SULFATE,CHEMBL2107386,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=C\c4ccc(cn4)c5cccc(F)c5.OS(=O)(=O)O
VORTIOXETINE HYDROBROMIDE,CHEMBL2107387,Br.Cc1ccc(Sc2ccccc2N3CCNCC3)c(C)c1
GESTONORONE CAPROATE,CHEMBL2107389,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(=O)C
FLUTRIMAZOLE,CHEMBL2107430,Fc1ccc(cc1)C(c2ccccc2)(c3ccccc3F)n4ccnc4
TEMAFLOXACIN HYDROCHLORIDE,CHEMBL2107495,Cl.CC1CN(CCN1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)c4ccc(F)cc4F
SODIUM PHOSPHATE P 32,CHEMBL2107525,[Na+].[Na+].O[32P](=O)([O-])[O-]
"SODIUM PHOSPHATE, DIBASIC",CHEMBL2107560,O.O.[Na+].[Na+].OP(=O)([O-])[O-]
"CALCIUM PHOSPHATE, DIBASIC",CHEMBL2107567,[Ca+2].OP(=O)([O-])[O-]
DIPIPANONE HYDROCHLORIDE,CHEMBL2107606,Cl.CCC(=O)C(CC(C)N1CCCCC1)(c2ccccc2)c3ccccc3
BENETHAMINE PENICILLIN,CHEMBL2107679,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.C(Cc4ccccc4)NCc5ccccc5
FENTICONAZOLE NITRATE,CHEMBL2107703,O[N+](=O)[O-].Clc1ccc(C(Cn2ccnc2)OCc3ccc(Sc4ccccc4)cc3)c(Cl)c1
NORGESTREL,CHEMBL2107797,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2(O)C#C
TREPROSTINIL DIOLAMINE,CHEMBL2107815,CCCCC[C@H](O)CC[C@H]1[C@H](O)C[C@@H]2Cc3c(C[C@H]12)cccc3OCC(=O)O.OCCNCCO
RADIUM RA 223 DICHLORIDE,CHEMBL2107816,[Cl-].[Cl-].[223Ra+2]
AVIBACTAM SODIUM,CHEMBL2107817,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O[Na]
TENOFOVIR ALAFENAMIDE,CHEMBL2107825,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)Oc3ccccc3
EMPAGLIFLOZIN,CHEMBL2107830,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2
RIOCIGUAT,CHEMBL2107834,COC(=O)N(C)c1c(N)nc(nc1N)c2nn(Cc3ccccc3F)c4ncccc24
TRIMETHOPRIM SULFATE,CHEMBL2110367,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc3cc(Cc4cnc(N)nc4N)cc(OC)c3OC.OS(=O)(=O)O
BETHANIDINE SULFATE,CHEMBL2110368,CN\C(=N/C)\NCc1ccccc1.CN\C(=N/C)\NCc2ccccc2.OS(=O)(=O)O
RANITIDINE HYDROCHLORIDE,CHEMBL2110372,Cl.CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1
RUBIDIUM CHLORIDE,CHEMBL2110557,[Cl-].[Rb+]
ELIGLUSTAT,CHEMBL2110588,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c2ccc3OCCOc3c2
CHOLESTYRAMINE RESIN,CHEMBL2110633,CCc1ccc(cc1)C(C)CCc2ccc(cc2)[N+](C)(C)C
